Trip ID,Duration,Start Date,Start Station,Start Terminal,End Date,End Station,End Terminal,Bike #,Subscription Type,Mean_Temperature_F
42775,431,10/2/2013 10:53,Redwood City Caltrain Station,22,10/2/2013 11:01,Redwood City Medical Center,26,262,Subscriber,61
42851,474,10/2/2013 12:03,MLK Library,11,10/2/2013 12:10,Adobe on Almaden,5,234,Subscriber,61
42856,621,10/2/2013 12:00,SJSU 4th at San Carlos,12,10/2/2013 12:11,Adobe on Almaden,5,40,Subscriber,61
42860,915,10/2/2013 12:11,Adobe on Almaden,5,10/2/2013 12:26,San Jose Civic Center,3,714,Subscriber,61
42861,918,10/2/2013 12:11,Adobe on Almaden,5,10/2/2013 12:26,San Jose Civic Center,3,45,Subscriber,61
42921,606,10/2/2013 12:49,MLK Library,11,10/2/2013 12:59,San Jose Diridon Caltrain Station,2,109,Subscriber,61
42942,190,10/2/2013 13:05,Paseo de San Antonio,7,10/2/2013 13:09,SJSU 4th at San Carlos,12,61,Subscriber,61
42943,192,10/2/2013 13:05,Paseo de San Antonio,7,10/2/2013 13:09,SJSU 4th at San Carlos,12,195,Subscriber,61
43104,548,10/2/2013 15:39,Steuart at Market,74,10/2/2013 15:48,San Francisco Caltrain (Townsend at 4th),70,513,Subscriber,61
43200,2860,10/2/2013 16:31,Embarcadero at Sansome,60,10/2/2013 17:19,Embarcadero at Sansome,60,566,Customer,61
43203,2852,10/2/2013 16:32,Embarcadero at Sansome,60,10/2/2013 17:19,Embarcadero at Sansome,60,534,Customer,61
43229,629,10/2/2013 16:48,Market at 10th,67,10/2/2013 16:58,San Francisco Caltrain 2 (330 Townsend),69,412,Subscriber,61
43235,263,10/2/2013 16:52,Mountain View Caltrain Station,28,10/2/2013 16:56,Mountain View City Hall,27,128,Subscriber,61
43339,564,10/2/2013 17:32,San Jose City Hall,10,10/2/2013 17:42,San Jose Diridon Caltrain Station,2,178,Customer,61
43341,219,10/2/2013 17:34,Santa Clara at Almaden,4,10/2/2013 17:37,San Jose Diridon Caltrain Station,2,717,Subscriber,61
43670,1285,10/2/2013 22:15,San Antonio Caltrain Station,29,10/2/2013 22:37,Mountain View Caltrain Station,28,93,Customer,61
43825,294,10/3/2013 8:00,San Jose Diridon Caltrain Station,2,10/3/2013 8:05,San Pedro Square,6,58,Subscriber,60
43910,208,10/3/2013 8:40,Mountain View City Hall,27,10/3/2013 8:44,Mountain View Caltrain Station,28,694,Subscriber,60
43932,719,10/3/2013 8:48,San Francisco Caltrain 2 (330 Townsend),69,10/3/2013 9:00,Market at 10th,67,634,Subscriber,60
44327,869,10/3/2013 13:01,San Jose City Hall,10,10/3/2013 13:16,San Jose City Hall,10,709,Subscriber,60
44624,471,10/3/2013 16:51,Market at 10th,67,10/3/2013 16:59,San Francisco Caltrain (Townsend at 4th),70,634,Subscriber,60
44715,268,10/3/2013 17:29,Mountain View Caltrain Station,28,10/3/2013 17:33,Mountain View City Hall,27,694,Subscriber,60
45242,226,10/4/2013 7:50,Mountain View City Hall,27,10/4/2013 7:54,Mountain View Caltrain Station,28,694,Subscriber,68
45251,194,10/4/2013 7:52,Mountain View City Hall,27,10/4/2013 7:55,Mountain View Caltrain Station,28,140,Subscriber,68
45275,368,10/4/2013 8:05,San Jose Diridon Caltrain Station,2,10/4/2013 8:11,San Pedro Square,6,89,Subscriber,68
45364,694,10/4/2013 8:45,San Francisco Caltrain (Townsend at 4th),70,10/4/2013 8:57,Steuart at Market,74,355,Subscriber,68
45379,918,10/4/2013 8:49,San Francisco Caltrain 2 (330 Townsend),69,10/4/2013 9:04,Spear at Folsom,49,314,Subscriber,68
45550,734,10/4/2013 10:12,San Francisco Caltrain 2 (330 Townsend),69,10/4/2013 10:25,Market at 10th,67,375,Subscriber,68
45674,369,10/4/2013 11:52,Redwood City Caltrain Station,22,10/4/2013 11:58,Redwood City Medical Center,26,248,Subscriber,68
45982,520,10/4/2013 15:54,Steuart at Market,74,10/4/2013 16:03,San Francisco Caltrain (Townsend at 4th),70,584,Subscriber,68
46067,731,10/4/2013 16:41,MLK Library,11,10/4/2013 16:53,San Jose City Hall,10,44,Subscriber,68
46097,311,10/4/2013 16:52,Mountain View Caltrain Station,28,10/4/2013 16:57,Mountain View City Hall,27,151,Subscriber,68
46098,328,10/4/2013 16:52,Mountain View Caltrain Station,28,10/4/2013 16:58,Mountain View City Hall,27,679,Subscriber,68
46178,262,10/4/2013 17:30,Mountain View Caltrain Station,28,10/4/2013 17:34,Mountain View City Hall,27,694,Subscriber,68
46191,201,10/4/2013 17:35,Santa Clara at Almaden,4,10/4/2013 17:39,San Jose Diridon Caltrain Station,2,63,Subscriber,68
46226,640,10/4/2013 17:48,Market at 10th,67,10/4/2013 17:59,San Francisco Caltrain (Townsend at 4th),70,523,Subscriber,68
46622,604,10/5/2013 9:39,San Francisco Caltrain (Townsend at 4th),70,10/5/2013 9:49,Post at Kearney,47,580,Subscriber,64
46681,374,10/5/2013 10:41,Mountain View Caltrain Station,28,10/5/2013 10:47,Mountain View City Hall,27,653,Subscriber,64
46883,666,10/5/2013 13:26,Post at Kearney,47,10/5/2013 13:37,San Francisco Caltrain (Townsend at 4th),70,533,Subscriber,64
47633,18429,10/6/2013 11:22,Mountain View Caltrain Station,28,10/6/2013 16:29,Palo Alto Caltrain Station,34,693,Customer,64
48461,635,10/7/2013 8:47,San Francisco Caltrain (Townsend at 4th),70,10/7/2013 8:58,5th at Howard,57,484,Subscriber,64
48665,711,10/7/2013 10:47,San Francisco Caltrain 2 (330 Townsend),69,10/7/2013 10:58,Market at 10th,67,425,Subscriber,64
49224,524,10/7/2013 17:39,Market at 10th,67,10/7/2013 17:48,San Francisco Caltrain (Townsend at 4th),70,570,Subscriber,64
49354,477,10/7/2013 18:39,5th at Howard,57,10/7/2013 18:47,San Francisco Caltrain (Townsend at 4th),70,432,Subscriber,64
49651,746,10/8/2013 7:47,San Francisco Caltrain 2 (330 Townsend),69,10/8/2013 8:00,South Van Ness at Market,66,542,Subscriber,60
49663,178,10/8/2013 7:52,Mountain View City Hall,27,10/8/2013 7:55,Mountain View Caltrain Station,28,653,Subscriber,60
49807,385,10/8/2013 8:48,San Francisco Caltrain (Townsend at 4th),70,10/8/2013 8:55,5th at Howard,57,633,Subscriber,60
49818,556,10/8/2013 8:49,San Francisco Caltrain (Townsend at 4th),70,10/8/2013 8:58,Steuart at Market,74,421,Subscriber,60
49819,636,10/8/2013 8:50,San Francisco Caltrain 2 (330 Townsend),69,10/8/2013 9:00,Market at 10th,67,503,Subscriber,60
50194,1049,10/8/2013 13:18,San Jose City Hall,10,10/8/2013 13:35,MLK Library,11,676,Subscriber,60
50309,527,10/8/2013 15:51,Steuart at Market,74,10/8/2013 15:59,San Francisco Caltrain (Townsend at 4th),70,563,Subscriber,60
50404,534,10/8/2013 16:47,Market at 10th,67,10/8/2013 16:56,San Francisco Caltrain (Townsend at 4th),70,421,Subscriber,60
50412,203,10/8/2013 16:51,Mountain View Caltrain Station,28,10/8/2013 16:54,Mountain View City Hall,27,165,Subscriber,60
50717,746,10/8/2013 19:05,5th at Howard,57,10/8/2013 19:17,San Francisco Caltrain (Townsend at 4th),70,273,Subscriber,60
51116,671,10/9/2013 8:45,San Francisco Caltrain 2 (330 Townsend),69,10/9/2013 8:56,Market at 10th,67,547,Subscriber,58
51175,518,10/9/2013 9:03,San Jose Diridon Caltrain Station,2,10/9/2013 9:12,MLK Library,11,674,Subscriber,58
51180,295,10/9/2013 9:05,San Francisco Caltrain 2 (330 Townsend),69,10/9/2013 9:10,5th at Howard,57,415,Subscriber,58
51571,594,10/9/2013 13:52,Paseo de San Antonio,7,10/9/2013 14:02,San Jose Diridon Caltrain Station,2,42,Subscriber,58
51784,575,10/9/2013 16:55,Market at 10th,67,10/9/2013 17:05,San Francisco Caltrain (Townsend at 4th),70,310,Subscriber,58
51992,803,10/9/2013 18:15,Mountain View Caltrain Station,28,10/9/2013 18:28,Mountain View Caltrain Station,28,83,Subscriber,58
52043,407,10/9/2013 18:40,San Jose City Hall,10,10/9/2013 18:46,Santa Clara at Almaden,4,196,Subscriber,58
52053,353,10/9/2013 18:44,5th at Howard,57,10/9/2013 18:50,San Francisco Caltrain (Townsend at 4th),70,418,Subscriber,58
52411,185,10/10/2013 7:52,Mountain View City Hall,27,10/10/2013 7:55,Mountain View Caltrain Station,28,138,Subscriber,58
52516,811,10/10/2013 8:38,2nd at Townsend,61,10/10/2013 8:51,Beale at Market,56,613,Subscriber,58
52543,721,10/10/2013 8:47,San Francisco Caltrain 2 (330 Townsend),69,10/10/2013 8:59,Spear at Folsom,49,444,Subscriber,58
52562,398,10/10/2013 8:52,2nd at Townsend,61,10/10/2013 8:59,Steuart at Market,74,633,Subscriber,58
52593,417,10/10/2013 9:04,San Francisco Caltrain (Townsend at 4th),70,10/10/2013 9:11,5th at Howard,57,504,Subscriber,58
52736,524,10/10/2013 10:08,San Jose Diridon Caltrain Station,2,10/10/2013 10:16,SJSU 4th at San Carlos,12,245,Subscriber,58
52749,661,10/10/2013 10:18,San Francisco Caltrain (Townsend at 4th),70,10/10/2013 10:29,Market at 10th,67,370,Subscriber,58
52775,494,10/10/2013 10:39,San Jose Diridon Caltrain Station,2,10/10/2013 10:47,MLK Library,11,706,Subscriber,58
52872,1256,10/10/2013 11:46,San Jose Civic Center,3,10/10/2013 12:07,San Salvador at 1st,8,659,Subscriber,58
52909,258,10/10/2013 12:19,San Salvador at 1st,8,10/10/2013 12:23,Paseo de San Antonio,7,670,Subscriber,58
52968,1516,10/10/2013 12:53,SJSU 4th at San Carlos,12,10/10/2013 13:18,MLK Library,11,245,Subscriber,58
53019,1894,10/10/2013 13:26,MLK Library,11,10/10/2013 13:57,St James Park,13,178,Subscriber,58
53171,507,10/10/2013 15:51,Steuart at Market,74,10/10/2013 15:59,San Francisco Caltrain (Townsend at 4th),70,320,Subscriber,58
53268,485,10/10/2013 16:42,Market at 10th,67,10/10/2013 16:50,San Francisco Caltrain (Townsend at 4th),70,357,Subscriber,58
53449,367,10/10/2013 17:52,Market at 10th,67,10/10/2013 17:58,Market at 4th,76,508,Subscriber,58
53471,769,10/10/2013 17:58,Beale at Market,56,10/10/2013 18:11,San Francisco Caltrain 2 (330 Townsend),69,522,Subscriber,58
53477,680,10/10/2013 17:59,Spear at Folsom,49,10/10/2013 18:10,San Francisco Caltrain 2 (330 Townsend),69,339,Subscriber,58
53492,430,10/10/2013 18:05,5th at Howard,57,10/10/2013 18:12,San Francisco Caltrain (Townsend at 4th),70,537,Subscriber,58
53864,171,10/11/2013 7:58,Mountain View City Hall,27,10/11/2013 8:01,Mountain View Caltrain Station,28,305,Subscriber,55
53981,982,10/11/2013 8:43,San Francisco Caltrain (Townsend at 4th),70,10/11/2013 9:00,Beale at Market,56,389,Subscriber,55
54000,725,10/11/2013 8:47,San Francisco Caltrain 2 (330 Townsend),69,10/11/2013 8:59,Market at 10th,67,514,Subscriber,55
54047,538,10/11/2013 9:05,San Francisco Caltrain (Townsend at 4th),70,10/11/2013 9:14,Steuart at Market,74,533,Subscriber,55
54428,1027,10/11/2013 13:09,San Jose City Hall,10,10/11/2013 13:27,MLK Library,11,50,Subscriber,55
54587,637,10/11/2013 15:54,Steuart at Market,74,10/11/2013 16:05,San Francisco Caltrain (Townsend at 4th),70,603,Subscriber,55
54677,3245,10/11/2013 16:39,Mountain View City Hall,27,10/11/2013 17:33,Mountain View City Hall,27,627,Customer,55
54712,517,10/11/2013 16:51,Market at 10th,67,10/11/2013 17:00,San Francisco Caltrain (Townsend at 4th),70,491,Subscriber,55
54716,242,10/11/2013 16:53,Mountain View Caltrain Station,28,10/11/2013 16:57,Mountain View City Hall,27,13,Subscriber,55
54719,693,10/11/2013 16:55,Beale at Market,56,10/11/2013 17:06,San Francisco Caltrain 2 (330 Townsend),69,614,Subscriber,55
54967,427,10/11/2013 18:59,Mountain View Caltrain Station,28,10/11/2013 19:07,Mountain View City Hall,27,124,Subscriber,55
55172,537,10/12/2013 9:37,San Francisco Caltrain (Townsend at 4th),70,10/12/2013 9:46,Post at Kearney,47,317,Subscriber,57
55464,525,10/12/2013 13:31,Post at Kearney,47,10/12/2013 13:40,San Francisco Caltrain (Townsend at 4th),70,259,Subscriber,57
56328,90,10/13/2013 12:20,Spear at Folsom,49,10/13/2013 12:22,Spear at Folsom,49,453,Subscriber,58
56330,1398,10/13/2013 12:22,Spear at Folsom,49,10/13/2013 12:45,Harry Bridges Plaza (Ferry Building),50,453,Subscriber,58
56686,1220,10/13/2013 17:28,Embarcadero at Folsom,51,10/13/2013 17:49,Steuart at Market,74,610,Customer,58
56863,798,10/14/2013 6:39,Market at 4th,76,10/14/2013 6:52,South Van Ness at Market,66,411,Subscriber,60
56935,187,10/14/2013 7:48,Mountain View City Hall,27,10/14/2013 7:52,Mountain View Caltrain Station,28,95,Subscriber,60
57040,956,10/14/2013 8:48,San Francisco Caltrain (Townsend at 4th),70,10/14/2013 9:04,Beale at Market,56,622,Subscriber,60
57046,611,10/14/2013 8:48,San Francisco Caltrain (Townsend at 4th),70,10/14/2013 8:58,Steuart at Market,74,575,Subscriber,60
57239,659,10/14/2013 10:10,San Francisco Caltrain 2 (330 Townsend),69,10/14/2013 10:21,Market at 10th,67,472,Subscriber,60
57644,504,10/14/2013 15:45,Steuart at Market,74,10/14/2013 15:53,San Francisco Caltrain (Townsend at 4th),70,450,Subscriber,60
57933,580,10/14/2013 17:55,Market at 10th,67,10/14/2013 18:05,San Francisco Caltrain (Townsend at 4th),70,472,Subscriber,60
58396,328,10/15/2013 8:02,San Jose Diridon Caltrain Station,2,10/15/2013 8:07,San Pedro Square,6,47,Subscriber,61
58430,488,10/15/2013 8:19,Market at 4th,76,10/15/2013 8:27,South Van Ness at Market,66,424,Subscriber,61
58537,1078,10/15/2013 8:49,San Francisco Caltrain (Townsend at 4th),70,10/15/2013 9:07,Beale at Market,56,280,Subscriber,61
58659,969,10/15/2013 9:25,California Ave Caltrain Station,36,10/15/2013 9:42,Palo Alto Caltrain Station,34,104,Customer,61
59386,690,10/15/2013 17:25,San Jose City Hall,10,10/15/2013 17:36,MLK Library,11,143,Subscriber,61
59419,190,10/15/2013 17:35,Santa Clara at Almaden,4,10/15/2013 17:38,San Jose Diridon Caltrain Station,2,293,Subscriber,61
59466,714,10/15/2013 17:49,Beale at Market,56,10/15/2013 18:01,2nd at Townsend,61,529,Subscriber,61
59854,466,10/16/2013 7:17,Market at 4th,76,10/16/2013 7:25,South Van Ness at Market,66,442,Subscriber,62
59941,262,10/16/2013 8:02,San Jose Diridon Caltrain Station,2,10/16/2013 8:07,San Pedro Square,6,643,Subscriber,62
59960,177,10/16/2013 8:12,Mountain View City Hall,27,10/16/2013 8:15,Mountain View Caltrain Station,28,201,Subscriber,62
59984,993,10/16/2013 8:22,San Francisco Caltrain 2 (330 Townsend),69,10/16/2013 8:38,Beale at Market,56,596,Subscriber,62
60117,714,10/16/2013 9:05,San Jose Diridon Caltrain Station,2,10/16/2013 9:17,MLK Library,11,188,Subscriber,62
60167,754,10/16/2013 9:22,San Francisco Caltrain (Townsend at 4th),70,10/16/2013 9:35,Harry Bridges Plaza (Ferry Building),50,357,Subscriber,62
60168,655,10/16/2013 9:23,San Francisco Caltrain 2 (330 Townsend),69,10/16/2013 9:33,Market at 10th,67,477,Subscriber,62
60468,588,10/16/2013 13:14,MLK Library,11,10/16/2013 13:24,Adobe on Almaden,5,708,Subscriber,62
60572,379,10/16/2013 14:52,Adobe on Almaden,5,10/16/2013 14:58,San Jose Diridon Caltrain Station,2,156,Subscriber,62
60629,512,10/16/2013 15:46,Steuart at Market,74,10/16/2013 15:55,San Francisco Caltrain (Townsend at 4th),70,458,Subscriber,62
60751,573,10/16/2013 16:50,Market at 10th,67,10/16/2013 17:00,San Francisco Caltrain 2 (330 Townsend),69,378,Subscriber,62
60762,205,10/16/2013 16:52,Mountain View Caltrain Station,28,10/16/2013 16:55,Mountain View City Hall,27,301,Subscriber,62
60930,592,10/16/2013 17:47,Beale at Market,56,10/16/2013 17:56,2nd at Townsend,61,511,Subscriber,62
61409,504,10/17/2013 7:44,Market at 4th,76,10/17/2013 7:52,South Van Ness at Market,66,581,Subscriber,62
61452,1113,10/17/2013 8:02,San Francisco Caltrain (Townsend at 4th),70,10/17/2013 8:20,Beale at Market,56,528,Subscriber,62
61466,349,10/17/2013 8:05,San Jose Diridon Caltrain Station,2,10/17/2013 8:11,San Pedro Square,6,188,Subscriber,62
61574,568,10/17/2013 8:47,San Francisco Caltrain (Townsend at 4th),70,10/17/2013 8:57,Howard at 2nd,63,431,Subscriber,62
61776,560,10/17/2013 10:08,San Francisco Caltrain 2 (330 Townsend),69,10/17/2013 10:17,Market at 10th,67,599,Subscriber,62
61947,375,10/17/2013 12:21,MLK Library,11,10/17/2013 12:27,SJSU - San Salvador at 9th,16,69,Subscriber,62
61952,299,10/17/2013 12:22,SJSU 4th at San Carlos,12,10/17/2013 12:27,SJSU - San Salvador at 9th,16,53,Subscriber,62
62072,406,10/17/2013 13:35,South Van Ness at Market,66,10/17/2013 13:41,5th at Howard,57,322,Subscriber,62
62435,507,10/17/2013 17:19,Market at 10th,67,10/17/2013 17:28,San Francisco Caltrain (Townsend at 4th),70,598,Subscriber,62
62470,226,10/17/2013 17:34,Santa Clara at Almaden,4,10/17/2013 17:38,San Jose Diridon Caltrain Station,2,661,Subscriber,62
62521,789,10/17/2013 17:51,Beale at Market,56,10/17/2013 18:05,San Francisco Caltrain 2 (330 Townsend),69,402,Subscriber,62
62577,411,10/17/2013 18:09,Howard at 2nd,63,10/17/2013 18:16,San Francisco Caltrain 2 (330 Townsend),69,557,Subscriber,62
62817,678,10/17/2013 20:43,Mountain View Caltrain Station,28,10/17/2013 20:54,Evelyn Park and Ride,30,252,Subscriber,62
63034,208,10/18/2013 7:47,Mountain View City Hall,27,10/18/2013 7:50,Mountain View Caltrain Station,28,167,Subscriber,60
63068,310,10/18/2013 8:03,San Jose Diridon Caltrain Station,2,10/18/2013 8:08,San Pedro Square,6,187,Subscriber,60
63091,506,10/18/2013 8:14,Market at 4th,76,10/18/2013 8:22,South Van Ness at Market,66,373,Subscriber,60
63165,517,10/18/2013 8:46,San Francisco Caltrain (Townsend at 4th),70,10/18/2013 8:55,Howard at 2nd,63,270,Subscriber,60
63167,591,10/18/2013 8:47,San Francisco Caltrain (Townsend at 4th),70,10/18/2013 8:57,Steuart at Market,74,396,Subscriber,60
63172,1049,10/18/2013 8:49,San Francisco Caltrain 2 (330 Townsend),69,10/18/2013 9:06,Beale at Market,56,491,Subscriber,60
63349,739,10/18/2013 10:12,San Francisco Caltrain (Townsend at 4th),70,10/18/2013 10:25,Market at 10th,67,631,Subscriber,60
63428,875,10/18/2013 11:09,San Francisco Caltrain (Townsend at 4th),70,10/18/2013 11:24,Powell at Post (Union Square),71,326,Customer,60
63665,465,10/18/2013 13:34,Market at 10th,67,10/18/2013 13:41,San Francisco Caltrain (Townsend at 4th),70,531,Subscriber,60
63709,471,10/18/2013 14:01,Market at 4th,76,10/18/2013 14:09,Steuart at Market,74,438,Customer,60
63735,704,10/18/2013 14:18,Howard at 2nd,63,10/18/2013 14:30,South Van Ness at Market,66,601,Subscriber,60
63813,667,10/18/2013 15:31,Market at 10th,67,10/18/2013 15:42,Howard at 2nd,63,483,Subscriber,60
63829,713,10/18/2013 15:44,Steuart at Market,74,10/18/2013 15:56,San Francisco Caltrain 2 (330 Townsend),69,276,Subscriber,60
63970,214,10/18/2013 16:52,Mountain View Caltrain Station,28,10/18/2013 16:55,Mountain View City Hall,27,62,Subscriber,60
63979,451,10/18/2013 16:55,Market at 10th,67,10/18/2013 17:03,San Francisco Caltrain 2 (330 Townsend),69,581,Subscriber,60
64002,855,10/18/2013 17:05,Beale at Market,56,10/18/2013 17:19,San Francisco Caltrain 2 (330 Townsend),69,417,Subscriber,60
64075,214,10/18/2013 17:33,Santa Clara at Almaden,4,10/18/2013 17:36,San Jose Diridon Caltrain Station,2,175,Subscriber,60
64167,312,10/18/2013 18:05,5th at Howard,57,10/18/2013 18:10,San Francisco Caltrain (Townsend at 4th),70,534,Subscriber,60
64717,6458,10/19/2013 12:20,Mountain View Caltrain Station,28,10/19/2013 14:08,Mountain View Caltrain Station,28,295,Customer,60
65026,340,10/19/2013 16:28,Commercial at Montgomery,45,10/19/2013 16:34,Market at 4th,76,430,Subscriber,60
65635,1022,10/20/2013 15:04,Mountain View City Hall,27,10/20/2013 15:21,Rengstorff Avenue / California Street,33,243,Customer,58
65642,552,10/20/2013 15:10,Mountain View Caltrain Station,28,10/20/2013 15:19,Mountain View Caltrain Station,28,62,Subscriber,58
65662,815,10/20/2013 15:23,Rengstorff Avenue / California Street,33,10/20/2013 15:37,Mountain View City Hall,27,243,Customer,58
66003,567,10/21/2013 7:50,Market at 4th,76,10/21/2013 8:00,South Van Ness at Market,66,266,Subscriber,58
66005,207,10/21/2013 7:52,Mountain View City Hall,27,10/21/2013 7:55,Mountain View Caltrain Station,28,98,Subscriber,58
66104,439,10/21/2013 8:33,San Jose Diridon Caltrain Station,2,10/21/2013 8:40,San Jose City Hall,10,641,Subscriber,58
66154,494,10/21/2013 8:51,San Francisco Caltrain 2 (330 Townsend),69,10/21/2013 9:00,Howard at 2nd,63,512,Subscriber,58
66155,635,10/21/2013 8:52,San Francisco Caltrain 2 (330 Townsend),69,10/21/2013 9:02,Steuart at Market,74,497,Subscriber,58
66167,687,10/21/2013 8:51,San Francisco Caltrain 2 (330 Townsend),69,10/21/2013 9:02,Temporary Transbay Terminal (Howard at Beale),55,372,Subscriber,58
66325,658,10/21/2013 10:15,San Francisco Caltrain (Townsend at 4th),70,10/21/2013 10:26,Market at 10th,67,326,Subscriber,58
66379,342,10/21/2013 10:54,Redwood City Caltrain Station,22,10/21/2013 11:00,Redwood City Medical Center,26,163,Subscriber,58
66595,1164,10/21/2013 13:50,San Jose City Hall,10,10/21/2013 14:10,MLK Library,11,192,Subscriber,58
66696,628,10/21/2013 15:48,Steuart at Market,74,10/21/2013 15:59,San Francisco Caltrain (Townsend at 4th),70,423,Subscriber,58
66720,301,10/21/2013 16:05,Broadway at Main,25,10/21/2013 16:10,Redwood City Caltrain Station,22,177,Customer,58
66793,525,10/21/2013 16:48,Market at 10th,67,10/21/2013 16:56,San Francisco Caltrain (Townsend at 4th),70,326,Subscriber,58
66907,322,10/21/2013 17:32,Mountain View Caltrain Station,28,10/21/2013 17:37,Evelyn Park and Ride,30,698,Customer,58
66948,510,10/21/2013 17:44,Howard at 2nd,63,10/21/2013 17:53,San Francisco Caltrain (Townsend at 4th),70,599,Subscriber,58
67011,768,10/21/2013 18:07,Temporary Transbay Terminal (Howard at Beale),55,10/21/2013 18:19,San Francisco Caltrain (Townsend at 4th),70,265,Subscriber,58
67257,284,10/21/2013 21:50,Mountain View Caltrain Station,28,10/21/2013 21:55,Evelyn Park and Ride,30,110,Subscriber,58
67409,308,10/22/2013 7:57,Mountain View City Hall,27,10/22/2013 8:02,Mountain View Caltrain Station,28,716,Subscriber,57
67458,487,10/22/2013 8:17,Market at 4th,76,10/22/2013 8:25,South Van Ness at Market,66,532,Subscriber,57
67539,550,10/22/2013 8:47,San Francisco Caltrain 2 (330 Townsend),69,10/22/2013 8:56,Howard at 2nd,63,490,Subscriber,57
67596,906,10/22/2013 9:06,San Francisco Caltrain (Townsend at 4th),70,10/22/2013 9:21,Beale at Market,56,462,Subscriber,57
67728,681,10/22/2013 10:10,San Francisco Caltrain (Townsend at 4th),70,10/22/2013 10:21,Market at 10th,67,315,Subscriber,57
67863,520,10/22/2013 12:45,Howard at 2nd,63,10/22/2013 12:54,Post at Kearney,47,572,Subscriber,57
67942,190,10/22/2013 14:05,Post at Kearney,47,10/22/2013 14:08,Howard at 2nd,63,431,Subscriber,57
67945,717,10/22/2013 14:11,San Francisco Caltrain (Townsend at 4th),70,10/22/2013 14:23,Powell Street BART,39,395,Subscriber,57
68157,1014,10/22/2013 16:48,Market at 10th,67,10/22/2013 17:05,San Francisco Caltrain (Townsend at 4th),70,276,Customer,57
68158,460,10/22/2013 16:49,Market at 10th,67,10/22/2013 16:56,San Francisco Caltrain (Townsend at 4th),70,491,Subscriber,57
68243,539,10/22/2013 17:22,Howard at 2nd,63,10/22/2013 17:31,San Francisco Caltrain 2 (330 Townsend),69,536,Subscriber,57
68269,559,10/22/2013 17:35,San Francisco Caltrain (Townsend at 4th),70,10/22/2013 17:44,San Francisco Caltrain (Townsend at 4th),70,428,Subscriber,57
68301,491,10/22/2013 17:47,South Van Ness at Market,66,10/22/2013 17:55,Market at 4th,76,548,Subscriber,57
68320,542,10/22/2013 17:53,Beale at Market,56,10/22/2013 18:02,2nd at Townsend,61,489,Subscriber,57
68489,513,10/22/2013 18:56,Powell Street BART,39,10/22/2013 19:04,San Francisco Caltrain (Townsend at 4th),70,592,Subscriber,57
68544,138,10/22/2013 19:38,Market at 4th,76,10/22/2013 19:40,Powell Street BART,39,531,Subscriber,57
68629,323,10/22/2013 22:49,Mountain View Caltrain Station,28,10/22/2013 22:54,Evelyn Park and Ride,30,717,Subscriber,57
68687,506,10/23/2013 7:17,Market at 4th,76,10/23/2013 7:26,South Van Ness at Market,66,617,Subscriber,57
68766,170,10/23/2013 8:03,Mountain View City Hall,27,10/23/2013 8:06,Mountain View Caltrain Station,28,295,Subscriber,57
68832,1001,10/23/2013 8:23,San Francisco Caltrain 2 (330 Townsend),69,10/23/2013 8:40,Beale at Market,56,573,Subscriber,57
68888,574,10/23/2013 8:45,San Francisco Caltrain (Townsend at 4th),70,10/23/2013 8:55,Temporary Transbay Terminal (Howard at Beale),55,635,Subscriber,57
68947,539,10/23/2013 9:03,San Jose Diridon Caltrain Station,2,10/23/2013 9:12,MLK Library,11,307,Subscriber,57
68983,420,10/23/2013 9:21,San Francisco Caltrain (Townsend at 4th),70,10/23/2013 9:28,5th at Howard,57,496,Subscriber,57
69016,581,10/23/2013 9:33,San Francisco Caltrain (Townsend at 4th),70,10/23/2013 9:43,Steuart at Market,74,389,Subscriber,57
69197,508,10/23/2013 11:41,San Jose Diridon Caltrain Station,2,10/23/2013 11:50,SJSU 4th at San Carlos,12,15,Subscriber,57
69280,256,10/23/2013 12:54,Redwood City Caltrain Station,22,10/23/2013 12:59,Redwood City Medical Center,26,659,Subscriber,57
69334,475,10/23/2013 13:49,Paseo de San Antonio,7,10/23/2013 13:57,San Jose Diridon Caltrain Station,2,158,Subscriber,57
69429,663,10/23/2013 15:53,Harry Bridges Plaza (Ferry Building),50,10/23/2013 16:04,San Francisco Caltrain (Townsend at 4th),70,289,Subscriber,57
69516,241,10/23/2013 16:51,Mountain View Caltrain Station,28,10/23/2013 16:55,Mountain View City Hall,27,62,Subscriber,57
69653,172,10/23/2013 17:42,SJSU 4th at San Carlos,12,10/23/2013 17:45,San Jose City Hall,10,15,Subscriber,57
69679,550,10/23/2013 17:49,Beale at Market,56,10/23/2013 17:58,2nd at Townsend,61,333,Subscriber,57
69753,382,10/23/2013 18:27,5th at Howard,57,10/23/2013 18:33,San Francisco Caltrain (Townsend at 4th),70,633,Subscriber,57
70087,577,10/24/2013 7:45,Market at 4th,76,10/24/2013 7:55,South Van Ness at Market,66,514,Subscriber,55
70185,1015,10/24/2013 8:25,San Francisco Caltrain (Townsend at 4th),70,10/24/2013 8:42,Beale at Market,56,623,Subscriber,55
70252,479,10/24/2013 8:49,San Francisco Caltrain (Townsend at 4th),70,10/24/2013 8:57,Howard at 2nd,63,428,Subscriber,55
70491,610,10/24/2013 10:44,San Francisco Caltrain 2 (330 Townsend),69,10/24/2013 10:54,Market at 10th,67,610,Subscriber,55
